budget_ok,secteur_ok,type_ok,surface_ok,rooms_ok,urgency_level,financing_status,price_diff_pct,surface_diff,rooms_diff,budget_score,secteur_score,type_score,surface_score,rooms_score,score_total,label
0,0,1,1,0,4.0,0.0,2.9817,80,-2,0,0,20,15,0,35,0
0,0,0,1,1,4.0,0.0,3.3417,217,5,0,0,0,15,10,25,0
0,0,0,1,1,4.0,0.0,4.5517,150,2,0,0,0,15,10,25,0
0,0,1,1,1,4.0,0.0,2.895,44,1,0,0,20,15,10,45,0
0,1,0,1,1,4.0,0.0,8.0967,182,0,0,25,0,15,10,50,0
0,1,0,1,1,4.0,0.0,3.375,127,4,0,25,0,15,10,50,0
0,0,1,0,0,4.0,0.0,0.0633,-13,-3,15,0,20,0,0,35,0
0,0,1,1,1,4.0,0.0,0.1033,86,0,15,0,20,15,10,60,0
0,0,0,1,1,4.0,0.0,8.2467,131,2,0,0,0,15,10,25,0
0,0,1,1,0,4.0,0.0,0.3867,29,-3,0,0,20,15,0,35,0
0,0,1,1,1,4.0,0.0,1.5483,11,0,0,0,20,15,10,45,0
0,0,1,1,0,4.0,0.0,1.35,106,-2,0,0,20,15,0,35,0
0,0,0,1,1,4.0,0.0,2.6617,204,2,0,0,0,15,10,25,0
0,0,1,1,1,4.0,0.0,1.1333,1,0,0,0,20,15,10,45,0
0,0,1,1,0,4.0,0.0,1.88,5,-1,0,0,20,15,0,35,0
0,0,0,1,0,4.0,0.0,1.7167,259,-1,0,0,0,15,0,15,0
0,0,0,1,1,4.0,0.0,6.48,253,3,0,0,0,15,10,25,0
0,0,1,1,0,4.0,0.0,0.715,80,-3,0,0,20,15,0,35,0
0,0,0,1,1,4.0,0.0,4.4317,291,2,0,0,0,15,10,25,0
0,0,0,1,1,4.0,0.0,1.8033,78,4,0,0,0,15,10,25,0
0,0,0,1,1,4.0,0.0,0.9483,76,1,0,0,0,15,10,25,0
0,0,1,1,0,4.0,0.0,1.4067,89,-2,0,0,20,15,0,35,0
1,0,1,1,1,4.0,0.0,-0.0683,105,1,30,0,20,15,10,75,1
0,0,0,1,1,4.0,0.0,6.6317,56,0,0,0,0,15,10,25,0
0,1,1,1,1,4.0,0.0,2.6067,63,0,0,25,20,15,10,70,0
0,0,1,0,0,4.0,0.0,1.5983,-16,-3,0,0,20,0,0,20,0
0,0,1,1,0,4.0,0.0,2.4667,48,-3,0,0,20,15,0,35,0
0,0,0,1,1,4.0,0.0,4.715,173,3,0,0,0,15,10,25,0
0,0,0,1,1,4.0,0.0,4.6217,142,4,0,0,0,15,10,25,0
0,0,0,1,1,4.0,0.0,6.9533,190,2,0,0,0,15,10,25,0
1,0,1,1,0,4.0,0.0,-0.2883,31,-2,30,0,20,15,0,65,1
0,0,1,1,0,4.0,0.0,0.0967,61,-1,15,0,20,15,0,50,0
0,0,1,1,1,4.0,0.0,2.13,5,0,0,0,20,15,10,45,0
0,0,1,0,0,4.0,0.0,2.555,-13,-2,0,0,20,0,0,20,0
0,0,0,1,1,4.0,0.0,6.1767,165,2,0,0,0,15,10,25,0
0,0,0,1,0,4.0,0.0,3.48,268,-1,0,0,0,15,0,15,0
0,0,1,1,1,4.0,0.0,0.1567,62,0,15,0,20,15,10,60,0
1,0,0,1,0,3.0,1.0,-0.261,7,-5,30,0,0,15,0,45,0
1,0,0,1,1,3.0,1.0,-0.062,86,2,30,0,0,15,10,55,0
0,1,0,1,0,3.0,1.0,-0.589,31,-5,15,25,0,15,0,55,0
0,1,0,1,0,3.0,1.0,0.853,14,-4,0,25,0,15,0,40,0
0,0,1,1,1,3.0,1.0,5.273,201,1,0,0,20,15,10,45,0
0,1,1,1,1,3.0,1.0,3.199,309,1,0,25,20,15,10,70,0
0,0,1,1,0,3.0,1.0,2.848,227,-2,0,0,20,15,0,35,0
0,0,0,1,0,3.0,1.0,2.509,189,-1,0,0,0,15,0,15,0
0,1,0,0,0,3.0,1.0,0.422,-30,-1,0,25,0,0,0,25,0
0,0,0,0,0,3.0,1.0,0.135,-41,-4,15,0,0,0,0,15,0
0,0,1,1,1,3.0,1.0,1.146,179,1,0,0,20,15,10,45,0
0,0,0,1,1,3.0,1.0,3.756,19,0,0,0,0,15,10,25,0
0,0,0,1,1,3.0,1.0,1.418,119,2,0,0,0,15,10,25,0
0,1,0,0,0,3.0,1.0,0.299,-44,-1,0,25,0,0,0,25,0
0,0,1,1,1,3.0,1.0,6.118,131,1,0,0,20,15,10,45,0
0,1,1,1,1,3.0,1.0,2.017,193,0,0,25,20,15,10,70,0
0,0,0,0,0,3.0,1.0,1.353,-14,-4,0,0,0,8,0,8,0
1,1,0,1,0,3.0,1.0,-0.066,46,-4,30,25,0,15,0,70,1
1,1,0,0,0,3.0,1.0,-0.313,-51,-5,30,25,0,0,0,55,0
0,0,0,0,0,3.0,1.0,0.023,-29,-1,15,0,0,0,0,15,0
0,0,0,0,0,3.0,1.0,0.684,-18,-5,0,0,0,0,0,0,0
0,1,1,1,1,3.0,1.0,2.166,68,2,0,25,20,15,10,70,0
0,1,0,1,0,3.0,1.0,0.616,47,-2,0,25,0,15,0,40,0
0,0,0,1,0,3.0,1.0,0.378,18,-3,0,0,0,15,0,15,0
0,0,0,1,0,3.0,1.0,1.207,57,-4,0,0,0,15,0,15,0
1,1,0,1,0,3.0,1.0,-0.333,2,-3,30,25,0,15,0,70,1
0,0,1,1,1,3.0,1.0,2.295,85,1,0,0,20,15,10,45,0
1,0,0,0,0,3.0,1.0,-0.192,-62,-1,30,0,0,0,0,30,0
1,0,0,1,0,3.0,1.0,-0.321,31,-2,30,0,0,15,0,45,0
0,0,1,1,1,3.0,1.0,1.246,138,3,0,0,20,15,10,45,0
0,1,0,0,0,3.0,1.0,0.962,-49,-2,0,25,0,0,0,25,0
0,1,1,1,1,3.0,1.0,6.016,149,3,0,25,20,15,10,70,0
0,0,1,1,0,3.0,1.0,6.491,161,-1,0,0,20,15,0,35,0
0,0,0,1,1,3.0,1.0,0.285,98,2,0,0,0,15,10,25,0
0,1,0,1,0,3.0,1.0,3.815,119,-3,0,25,0,15,0,40,0
0,0,0,1,1,3.0,1.0,2.408,193,1,0,0,0,15,10,25,0
0,0,0,1,0,3.0,1.0,0.148,8,-4,15,0,0,15,0,30,0
0,0,1,1,1,3.0,1.0,1.696,217,2,0,0,20,15,10,45,0
1,1,0,1,0,3.0,1.0,-0.232,26,-2,30,25,0,15,0,70,1
1,1,0,1,0,3.0,1.0,-0.236,17,-2,30,25,0,15,0,70,1
0,0,1,1,0,3.0,1.0,4.695,55,-1,0,0,20,15,0,35,0
0,0,0,0,0,3.0,1.0,0.187,-34,-2,15,0,0,0,0,15,0
0,0,1,1,0,3.0,1.0,4.236,128,-2,0,0,20,15,0,35,0
0,0,0,1,0,3.0,1.0,0.009,18,-2,15,0,0,15,0,30,0
0,0,0,1,0,3.0,1.0,0.215,16,-2,0,0,0,15,0,15,0
0,0,0,1,0,3.0,1.0,0.211,33,-2,0,0,0,15,0,15,0
1,0,0,1,0,3.0,1.0,-0.189,6,-3,30,0,0,15,0,45,0
0,1,0,1,0,3.0,1.0,-0.518,27,-4,15,25,0,15,0,55,0
0,0,0,1,0,3.0,1.0,0.07,13,-4,15,0,0,15,0,30,0
0,0,1,1,1,3.0,1.0,5.887,122,3,0,0,20,15,10,45,0
0,1,0,1,0,3.0,1.0,2.757,198,-2,0,25,0,15,0,40,0
0,0,0,1,0,3.0,1.0,0.278,52,-2,0,0,0,15,0,15,0
0,0,0,1,0,3.0,1.0,1.636,166,-2,0,0,0,15,0,15,0
0,0,0,1,0,3.0,1.0,2.9,229,-3,0,0,0,15,0,15,0
1,1,0,1,0,3.0,1.0,-0.099,28,-1,30,25,0,15,0,70,1
0,0,0,1,0,3.0,1.0,0.877,25,-3,0,0,0,15,0,15,0
0,1,1,1,1,3.0,1.0,5.959,94,1,0,25,20,15,10,70,0
0,1,1,1,1,3.0,1.0,3.335,219,0,0,25,20,15,10,70,0
0,1,1,1,1,3.0,1.0,1.548,265,0,0,25,20,15,10,70,0
0,1,0,1,0,3.0,1.0,0.604,60,-2,0,25,0,15,0,40,0
0,0,0,1,0,3.0,1.0,0.016,49,-1,15,0,0,15,0,30,0
0,1,0,1,0,3.0,1.0,0.98,55,-1,0,25,0,15,0,40,0
0,0,0,1,1,3.0,1.0,3.717,59,1,0,0,0,15,10,25,0
0,0,0,1,0,3.0,1.0,0.948,54,-1,0,0,0,15,0,15,0
0,0,0,1,0,3.0,1.0,1.434,7,-4,0,0,0,15,0,15,0
1,0,0,0,0,3.0,1.0,-0.133,-61,-1,30,0,0,0,0,30,0
0,1,1,1,0,3.0,1.0,1.88,315,-1,0,25,20,15,0,60,0
0,0,0,1,0,3.0,1.0,2.283,168,-1,0,0,0,15,0,15,0
0,0,1,1,0,3.0,1.0,4.551,177,-2,0,0,20,15,0,35,0
0,1,0,1,0,3.0,1.0,3.086,161,-1,0,25,0,15,0,40,0
0,0,0,1,0,3.0,1.0,1.303,23,-4,0,0,0,15,0,15,0
0,1,1,1,1,3.0,1.0,3.431,205,2,0,25,20,15,10,70,0
0,0,1,1,1,3.0,1.0,5.603,180,1,0,0,20,15,10,45,0
0,0,0,1,0,3.0,1.0,2.692,169,-3,0,0,0,15,0,15,0
0,1,0,1,0,3.0,1.0,1.224,45,-5,0,25,0,15,0,40,0
0,1,0,0,0,3.0,1.0,1.454,-10,-2,0,25,0,8,0,33,0
0,0,0,0,0,3.0,1.0,-0.509,-21,-1,15,0,0,0,0,15,0
0,0,1,1,1,3.0,1.0,2.518,284,2,0,0,20,15,10,45,0
1,0,0,0,0,3.0,1.0,-0.145,-21,-5,30,0,0,0,0,30,0
0,1,1,1,1,3.0,1.0,5.182,33,2,0,25,20,15,10,70,0
0,1,0,1,0,3.0,1.0,3.653,217,-3,0,25,0,15,0,40,0
0,0,0,0,0,3.0,1.0,-0.376,-52,-2,15,0,0,0,0,15,0
0,1,0,1,0,3.0,1.0,0.758,54,-2,0,25,0,15,0,40,0
0,1,1,1,1,3.0,1.0,1.466,210,1,0,25,20,15,10,70,0
0,0,0,0,0,3.0,1.0,1.127,-22,-3,0,0,0,0,0,0,0
0,0,0,0,0,3.0,1.0,0.278,-21,-5,0,0,0,0,0,0,0
0,0,0,1,0,3.0,1.0,-0.545,41,-1,15,0,0,15,0,30,0
0,1,0,0,0,3.0,1.0,1.473,-3,-4,0,25,0,8,0,33,0
0,1,0,1,0,3.0,1.0,1.462,87,-2,0,25,0,15,0,40,0
0,0,0,0,0,3.0,1.0,1.16,-41,-5,0,0,0,0,0,0,0
0,0,1,1,0,3.0,1.0,1.082,131,-2,0,0,20,15,0,35,0
0,1,0,1,0,3.0,1.0,1.493,27,-1,0,25,0,15,0,40,0
0,0,0,0,0,3.0,1.0,0.99,-15,-1,0,0,0,8,0,8,0
1,1,0,1,0,3.0,1.0,-0.329,17,-5,30,25,0,15,0,70,1
0,0,0,0,0,3.0,1.0,0.811,-64,-5,0,0,0,0,0,0,0
0,0,0,1,0,3.0,1.0,0.446,24,-4,0,0,0,15,0,15,0
0,0,0,0,0,3.0,1.0,0.046,-65,-3,15,0,0,0,0,15,0
1,0,0,0,0,3.0,1.0,-0.319,-11,-5,30,0,0,8,0,38,0
0,1,1,1,1,3.0,1.0,4.722,239,2,0,25,20,15,10,70,0
0,0,1,1,1,3.0,1.0,4.704,135,3,0,0,20,15,10,45,0
0,0,1,1,0,3.0,1.0,3.353,130,-1,0,0,20,15,0,35,0
0,0,0,0,0,3.0,1.0,0.479,-16,-5,0,0,0,8,0,8,0
0,0,0,0,0,3.0,1.0,1.211,-38,-4,0,0,0,0,0,0,0
1,0,0,1,0,3.0,1.0,-0.058,6,-5,30,0,0,15,0,45,0
0,0,0,1,1,3.0,1.0,1.92,36,2,0,0,0,15,10,25,0
0,1,0,0,0,3.0,1.0,-0.441,-25,-3,15,25,0,0,0,40,0
1,1,0,1,0,3.0,1.0,-0.308,12,-3,30,25,0,15,0,70,1
0,0,0,1,0,3.0,1.0,0.126,36,-2,15,0,0,15,0,30,0
0,0,0,1,0,3.0,1.0,0.664,25,-4,0,0,0,15,0,15,0
0,1,1,1,1,3.0,1.0,3.07,309,2,0,25,20,15,10,70,0
0,1,0,0,0,3.0,1.0,0.552,-46,-1,0,25,0,0,0,25,0
0,0,1,1,0,3.0,1.0,6.365,44,-1,0,0,20,15,0,35,0
0,1,0,1,1,3.0,1.0,1.218,220,1,0,25,0,15,10,50,0
0,1,0,1,0,3.0,1.0,2.72,49,-3,0,25,0,15,0,40,0
0,0,0,1,0,3.0,1.0,-0.595,39,-1,15,0,0,15,0,30,0
0,0,0,1,0,3.0,1.0,2.349,10,-3,0,0,0,15,0,15,0
0,0,0,1,1,3.0,1.0,0.868,49,2,0,0,0,15,10,25,0
0,0,1,1,0,3.0,1.0,5.485,110,-1,0,0,20,15,0,35,0
0,1,0,1,0,3.0,1.0,2.825,58,-1,0,25,0,15,0,40,0
0,0,0,1,0,3.0,1.0,-0.375,39,-2,15,0,0,15,0,30,0
0,0,0,1,0,3.0,1.0,0.894,229,-1,0,0,0,15,0,15,0
1,1,0,1,1,3.0,1.0,-0.018,231,0,30,25,0,15,10,80,1
0,1,0,1,0,3.0,1.0,0.524,18,-4,0,25,0,15,0,40,0
0,1,1,1,1,3.0,1.0,3.844,45,1,0,25,20,15,10,70,0
0,1,0,1,0,3.0,1.0,-0.417,41,-4,15,25,0,15,0,55,0
0,0,0,0,0,3.0,1.0,0.585,-34,-5,0,0,0,0,0,0,0
0,1,0,1,1,3.0,1.0,3.589,103,2,0,25,0,15,10,50,0
0,0,0,1,0,3.0,1.0,3.945,189,-1,0,0,0,15,0,15,0
0,0,1,1,1,3.0,1.0,1.611,321,2,0,0,20,15,10,45,0
0,1,0,1,0,3.0,1.0,1.187,44,-2,0,25,0,15,0,40,0
0,1,0,1,0,3.0,1.0,-0.432,26,-5,15,25,0,15,0,55,0
0,0,0,0,0,3.0,1.0,1.463,-28,-1,0,0,0,0,0,0,0
0,1,1,1,1,3.0,1.0,6.193,252,0,0,25,20,15,10,70,0
0,0,0,1,0,3.0,1.0,1.124,45,-3,0,0,0,15,0,15,0
0,0,0,1,0,3.0,1.0,1.048,205,-2,0,0,0,15,0,15,0
0,0,0,1,0,3.0,1.0,0.08,2,-4,15,0,0,15,0,30,0
0,0,0,0,0,3.0,1.0,0.513,-48,-5,0,0,0,0,0,0,0
0,0,0,0,0,3.0,1.0,0.463,-4,-1,0,0,0,8,0,8,0
0,0,0,1,0,3.0,1.0,0.647,9,-3,0,0,0,15,0,15,0
0,1,0,1,1,3.0,1.0,0.16,12,1,15,25,0,15,10,65,0
0,0,0,1,0,3.0,1.0,0.26,15,-2,0,0,0,15,0,15,0
0,1,0,1,0,3.0,1.0,-0.355,5,-5,15,25,0,15,0,55,0
0,0,0,0,0,3.0,1.0,0.133,-30,-3,15,0,0,0,0,15,0
0,0,0,0,0,3.0,1.0,1.427,-6,-2,0,0,0,8,0,8,0
0,1,0,1,0,3.0,1.0,1.371,52,-3,0,25,0,15,0,40,0
0,1,1,1,0,3.0,1.0,5.447,67,-2,0,25,20,15,0,60,0
1,0,0,0,0,3.0,1.0,-0.306,-4,-1,30,0,0,8,0,38,0
1,0,0,0,0,3.0,1.0,-0.256,-54,-2,30,0,0,0,0,30,0
0,1,1,1,1,3.0,1.0,4.991,37,0,0,25,20,15,10,70,0
0,0,0,1,0,3.0,1.0,0.635,21,-1,0,0,0,15,0,15,0
0,0,0,1,1,3.0,1.0,3.589,74,2,0,0,0,15,10,25,0
1,0,0,1,0,3.0,1.0,-0.112,29,-5,30,0,0,15,0,45,0
0,0,1,1,1,3.0,1.0,4.257,136,0,0,0,20,15,10,45,0
0,0,0,0,0,3.0,1.0,0.103,-1,-3,15,0,0,8,0,23,0
0,1,0,1,1,3.0,1.0,1.931,17,1,0,25,0,15,10,50,0
0,0,0,0,0,3.0,1.0,0.055,-30,-5,15,0,0,0,0,15,0
0,1,0,0,0,3.0,1.0,0.597,-35,-2,0,25,0,0,0,25,0
0,0,0,1,0,3.0,1.0,0.118,55,-4,15,0,0,15,0,30,0
0,0,0,0,0,3.0,1.0,0.36,-21,-2,0,0,0,0,0,0,0
0,0,0,0,0,3.0,1.0,0.534,-53,-1,0,0,0,0,0,0,0
0,0,0,1,0,3.0,1.0,1.021,0,-2,0,0,0,15,0,15,0
0,1,0,1,0,3.0,1.0,0.588,47,-3,0,25,0,15,0,40,0
0,0,0,0,0,3.0,1.0,1.136,-41,-1,0,0,0,0,0,0,0
0,0,0,1,0,3.0,1.0,1.389,36,-4,0,0,0,15,0,15,0
0,1,1,1,1,3.0,1.0,1.605,173,3,0,25,20,15,10,70,0
0,1,0,1,1,3.0,1.0,2.331,106,0,0,25,0,15,10,50,0
0,1,0,1,0,3.0,1.0,1.337,0,-1,0,25,0,15,0,40,0
0,0,1,1,0,3.0,1.0,4.458,138,-2,0,0,20,15,0,35,0
0,0,1,1,1,3.0,1.0,1.625,83,2,0,0,20,15,10,45,0
0,0,0,0,0,3.0,1.0,-0.362,-57,-5,15,0,0,0,0,15,0
1,0,0,1,0,3.0,1.0,-0.338,42,-2,30,0,0,15,0,45,0
0,0,1,1,1,3.0,1.0,4.548,87,0,0,0,20,15,10,45,0
1,1,0,0,0,3.0,1.0,-0.168,-15,-5,30,25,0,8,0,63,1
0,0,0,0,0,3.0,1.0,0.529,-33,-2,0,0,0,0,0,0,0
0,0,0,1,0,3.0,1.0,0.41,62,-4,0,0,0,15,0,15,0
0,0,1,1,1,3.0,1.0,1.197,160,0,0,0,20,15,10,45,0
0,0,0,0,0,3.0,1.0,0.28,-43,-2,0,0,0,0,0,0,0
0,0,0,0,0,3.0,1.0,0.728,-39,-3,0,0,0,0,0,0,0
0,1,0,1,0,3.0,1.0,0.63,215,-3,0,25,0,15,0,40,0
0,0,1,1,1,3.0,1.0,3.488,209,1,0,0,20,15,10,45,0
0,1,0,1,0,3.0,1.0,0.029,36,-5,15,25,0,15,0,55,0
0,1,1,1,1,3.0,1.0,2.259,247,0,0,25,20,15,10,70,0
0,0,0,1,1,3.0,1.0,0.682,34,2,0,0,0,15,10,25,0
0,1,0,1,0,3.0,1.0,0.169,32,-1,15,25,0,15,0,55,0
0,0,0,1,0,3.0,1.0,0.444,45,-4,0,0,0,15,0,15,0
0,0,0,1,0,3.0,1.0,-0.441,61,-1,15,0,0,15,0,30,0
0,0,0,1,0,3.0,1.0,3.579,12,-2,0,0,0,15,0,15,0
0,0,0,1,0,3.0,1.0,1.164,19,-2,0,0,0,15,0,15,0
0,0,0,0,0,3.0,1.0,0.559,-60,-5,0,0,0,0,0,0,0
0,1,0,1,0,3.0,1.0,1.08,4,-5,0,25,0,15,0,40,0
0,1,1,1,1,3.0,1.0,2.429,129,1,0,25,20,15,10,70,0
0,1,0,1,1,3.0,1.0,2.373,98,2,0,25,0,15,10,50,0
0,0,0,1,1,3.0,1.0,3.772,146,0,0,0,0,15,10,25,0
0,1,0,0,0,3.0,1.0,-0.573,-13,-4,15,25,0,8,0,48,0
1,1,0,1,0,3.0,1.0,-0.342,17,-3,30,25,0,15,0,70,1
0,0,0,0,0,3.0,1.0,0.878,-39,-2,0,0,0,0,0,0,0
0,0,0,0,0,3.0,1.0,1.133,-57,-4,0,0,0,0,0,0,0
0,1,0,1,1,3.0,1.0,3.306,121,0,0,25,0,15,10,50,0
0,1,0,1,0,3.0,1.0,1.688,224,-3,0,25,0,15,0,40,0
1,1,0,1,0,3.0,1.0,-0.306,18,-2,30,25,0,15,0,70,1
0,1,1,0,1,3.0,0.0,-0.5073,-40,0,15,25,20,0,10,70,0
0,0,0,1,1,3.0,0.0,-0.3747,39,7,15,0,0,15,10,40,0
0,0,1,0,1,3.0,0.0,-0.726,-16,0,15,0,20,8,10,53,0
0,0,1,0,1,3.0,0.0,0.2353,-33,1,0,0,20,0,10,30,0
0,1,0,1,1,3.0,0.0,3.182,154,6,0,25,0,15,10,50,0
0,0,0,1,1,3.0,0.0,1.7993,262,6,0,0,0,15,10,25,0
0,1,0,1,1,3.0,0.0,1.5653,180,3,0,25,0,15,10,50,0
0,1,0,1,1,3.0,0.0,1.3393,142,4,0,25,0,15,10,50,0
1,0,1,0,1,3.0,0.0,-0.052,-77,4,30,0,20,0,10,60,1
1,0,1,0,1,3.0,0.0,-0.2433,-88,1,30,0,20,0,10,60,1
0,1,0,1,1,3.0,0.0,0.4307,132,6,0,25,0,15,10,50,0
0,1,0,0,1,3.0,0.0,2.1707,-28,5,0,25,0,0,10,35,0
0,0,0,1,1,3.0,0.0,0.612,72,7,0,0,0,15,10,25,0
1,0,1,0,1,3.0,0.0,-0.134,-91,4,30,0,20,0,10,60,1
0,0,0,1,1,3.0,0.0,3.7453,84,6,0,0,0,15,10,25,0
0,0,0,1,1,3.0,0.0,1.0113,146,5,0,0,0,15,10,25,0
0,1,1,0,1,3.0,0.0,0.5687,-61,1,0,25,20,0,10,55,0
0,0,1,0,1,3.0,0.0,-0.3773,-1,1,15,0,20,8,10,53,0
0,0,1,0,1,3.0,0.0,-0.542,-98,0,15,0,20,0,10,45,0
1,1,1,0,1,3.0,0.0,-0.318,-76,4,30,25,20,0,10,85,1
0,1,1,0,1,3.0,0.0,0.1227,-65,0,15,25,20,0,10,70,0
0,0,0,1,1,3.0,0.0,1.1107,21,7,0,0,0,15,10,25,0
0,0,1,1,1,3.0,0.0,0.0773,0,3,15,0,20,15,10,60,0
1,1,1,0,1,3.0,0.0,-0.0813,-29,2,30,25,20,0,10,85,1
0,1,1,1,1,3.0,0.0,0.4713,10,1,0,25,20,15,10,70,0
0,0,1,0,1,3.0,0.0,-0.5553,-45,2,15,0,20,0,10,45,0
0,1,0,1,1,3.0,0.0,1.1967,38,6,0,25,0,15,10,50,0
0,1,1,0,1,3.0,0.0,-0.4613,-109,4,15,25,20,0,10,70,0
0,1,1,0,1,3.0,0.0,-0.5473,-16,3,15,25,20,8,10,78,0
0,0,0,1,1,3.0,0.0,0.4973,91,8,0,0,0,15,10,25,0
0,0,1,0,1,3.0,0.0,0.308,-96,3,0,0,20,0,10,30,0
0,0,0,1,1,3.0,0.0,3.6773,102,8,0,0,0,15,10,25,0
0,1,0,1,1,3.0,0.0,3.994,114,4,0,25,0,15,10,50,0
1,1,0,1,1,3.0,0.0,-0.1433,51,7,30,25,0,15,10,80,1
0,0,0,1,1,3.0,0.0,2.21,72,2,0,0,0,15,10,25,0
0,1,0,1,1,3.0,0.0,1.272,146,6,0,25,0,15,10,50,0
1,1,1,0,1,3.0,0.0,-0.2347,-39,1,30,25,20,0,10,85,1
0,0,0,1,1,3.0,0.0,0.7973,170,7,0,0,0,15,10,25,0
0,0,1,0,1,3.0,0.0,-0.488,-21,3,15,0,20,8,10,53,0
0,0,1,0,1,3.0,0.0,-0.4907,-30,3,15,0,20,0,10,45,0
0,1,0,1,1,3.0,0.0,2.7967,8,4,0,25,0,15,10,50,0
1,1,1,0,1,3.0,0.0,-0.2087,-81,3,30,25,20,0,10,85,1
0,1,0,1,1,3.0,0.0,2.4907,81,3,0,25,0,15,10,50,0
1,1,0,0,1,3.0,0.0,-0.3273,-29,3,30,25,0,0,10,65,1
1,1,1,0,1,3.0,0.0,-0.19,-31,3,30,25,20,0,10,85,1
1,1,1,0,1,3.0,0.0,-0.1927,-14,3,30,25,20,8,10,93,1
0,0,1,0,1,3.0,0.0,-0.4593,-41,2,15,0,20,0,10,45,0
0,0,1,0,1,3.0,0.0,-0.6787,-20,1,15,0,20,8,10,53,0
1,1,1,0,1,3.0,0.0,-0.2867,-34,1,30,25,20,0,10,85,1
0,0,0,1,1,3.0,0.0,3.5913,75,8,0,0,0,15,10,25,0
0,0,0,1,1,3.0,0.0,1.5047,151,3,0,0,0,15,10,25,0
1,1,1,1,1,3.0,0.0,-0.148,5,3,30,25,20,15,10,100,1
0,0,0,1,1,3.0,0.0,0.7573,119,3,0,0,0,15,10,25,0
0,1,0,1,1,3.0,0.0,1.6,182,2,0,25,0,15,10,50,0
0,0,1,0,1,3.0,0.0,-0.3993,-19,4,15,0,20,8,10,53,0
0,1,0,0,1,3.0,0.0,0.2513,-22,2,0,25,0,8,10,43,0
0,0,0,1,1,3.0,0.0,3.6393,47,6,0,0,0,15,10,25,0
0,0,0,1,1,3.0,0.0,1.89,172,5,0,0,0,15,10,25,0
0,0,0,1,1,3.0,0.0,0.6987,218,5,0,0,0,15,10,25,0
0,0,1,1,1,3.0,0.0,0.0693,13,3,15,0,20,15,10,60,0
1,1,1,1,1,3.0,0.0,-0.3227,2,4,30,25,20,15,10,100,1
0,0,1,1,1,3.0,0.0,0.32,8,4,0,0,20,15,10,45,0
0,0,0,1,1,3.0,0.0,2.1447,12,6,0,0,0,15,10,25,0
0,0,1,1,1,3.0,0.0,0.2987,7,4,0,0,20,15,10,45,0
0,1,1,0,1,3.0,0.0,0.6227,-40,1,0,25,20,0,10,55,0
0,1,1,0,1,3.0,0.0,-0.422,-108,4,15,25,20,0,10,70,0
0,0,0,1,1,3.0,0.0,0.92,268,4,0,0,0,15,10,25,0
0,1,0,1,1,3.0,0.0,1.1887,121,4,0,25,0,15,10,50,0
0,0,0,1,1,3.0,0.0,2.7007,130,3,0,0,0,15,10,25,0
0,0,0,1,1,3.0,0.0,1.724,114,4,0,0,0,15,10,25,0
0,1,1,0,1,3.0,0.0,0.5353,-24,1,0,25,20,8,10,63,0
0,0,0,1,1,3.0,0.0,1.954,158,7,0,0,0,15,10,25,0
0,1,0,1,1,3.0,0.0,3.402,133,6,0,25,0,15,10,50,0
0,0,0,1,1,3.0,0.0,1.4613,122,2,0,0,0,15,10,25,0
0,0,1,0,1,3.0,0.0,0.4827,-2,0,0,0,20,8,10,38,0
0,0,1,0,1,3.0,0.0,0.636,-57,3,0,0,20,0,10,30,0
0,1,1,0,1,3.0,0.0,-0.6727,-68,4,15,25,20,0,10,70,0
0,0,0,1,1,3.0,0.0,1.3453,237,7,0,0,0,15,10,25,0
0,1,1,0,1,3.0,0.0,-0.43,-68,0,15,25,20,0,10,70,0
0,0,0,0,1,3.0,0.0,3.1213,-14,7,0,0,0,8,10,18,0
0,0,0,1,1,3.0,0.0,2.102,170,2,0,0,0,15,10,25,0
0,0,1,0,1,3.0,0.0,-0.584,-99,3,15,0,20,0,10,45,0
0,0,1,1,1,3.0,0.0,0.172,7,3,15,0,20,15,10,60,0
0,0,0,1,1,3.0,0.0,0.644,163,6,0,0,0,15,10,25,0
0,0,1,0,1,3.0,0.0,0.418,-69,2,0,0,20,0,10,30,0
1,0,1,0,1,3.0,0.0,-0.148,-68,0,30,0,20,0,10,60,1
0,0,1,0,1,3.0,0.0,-0.6967,-6,4,15,0,20,8,10,53,0
0,0,1,0,1,3.0,0.0,0.6487,-50,1,0,0,20,0,10,30,0
0,0,0,1,1,3.0,0.0,0.6413,40,3,0,0,0,15,10,25,0
0,0,1,0,1,3.0,0.0,0.44,-88,0,0,0,20,0,10,30,0
0,1,0,1,1,3.0,0.0,0.388,84,3,0,25,0,15,10,50,0
0,0,1,0,1,3.0,0.0,0.662,-20,4,0,0,20,8,10,38,0
0,1,1,0,1,3.0,0.0,0.3267,-62,4,0,25,20,0,10,55,0
0,0,1,0,1,3.0,0.0,-0.5527,-30,0,15,0,20,0,10,45,0
0,0,1,0,1,3.0,0.0,0.2073,-111,0,0,0,20,0,10,30,0
1,1,1,0,1,3.0,0.0,-0.036,-23,1,30,25,20,8,10,93,1
1,1,1,0,1,3.0,0.0,-0.3027,-112,2,30,25,20,0,10,85,1
0,0,1,0,1,3.0,0.0,-0.546,-58,0,15,0,20,0,10,45,0
0,0,0,1,1,3.0,0.0,2.8147,192,7,0,0,0,15,10,25,0
